station,member_casual,latitude,longitude,number_of_rides
Leavitt St & Belmont Ave,member,41.93934355405145,-87.68325622718248,2488
Emerald Ave & 28th St,member,41.8435811899796,-87.64539699376174,2451
California Ave & Division St,member,41.90303312378943,-87.69750397371159,2441
Lincoln Ave & Addison St,member,41.94617022422888,-87.67330446280558,2438
Cannon Dr & Fullerton Ave,member,41.92671854698478,-87.63444862457835,2431
Damen Ave & Melrose Ave,member,41.94057742039918,-87.67854577001235,2430
Milwaukee Ave & Rockwell St,member,41.92022802240718,-87.69266337898623,2397
Western Ave & Roscoe St,member,41.9430329335,-87.68729620168908,2380
Chicago Ave & Sheridan Rd,member,42.050487748462515,-87.67781995146548,2361
Clark St & Elmdale Ave,member,41.9908564092112,-87.66969862050466,2358
Southport Ave & Clark St,member,41.95708919334188,-87.66419990378633,2340
Lake Park Ave & 35th St,member,41.831268793357665,-87.60880307157578,2329
Halsted St & 35th St,member,41.830670672281904,-87.64714651944993,2327
Talman Ave & Addison St,member,41.94664105334364,-87.69461861172702,2264
Clark St & Schreiber Ave,member,41.99951853126061,-87.67081870485472,2237
Richmond St & Diversey Ave,member,41.931920740837064,-87.70123345626232,2234
Field Museum,member,41.86534199771749,-87.61794977560987,2230
Racine Ave & 15th St,member,41.86132878791085,-87.65653919992346,2221
Canal St & Harrison St,member,41.874249171027024,-87.63957517334684,2220
St. Louis Ave & Fullerton Ave,member,41.92483021708046,-87.71450215477242,2175
California Ave & Montrose Ave,member,41.961046796324545,-87.69542141722145,2163
Milwaukee Ave & Fullerton Ave,member,41.922863346280685,-87.70036870865678,2159
Sheridan Rd & Columbia Ave,member,42.00456634486098,-87.66144755153383,2158
Claremont Ave & Hirsch St,member,41.90776283226152,-87.6858535221638,2149
Kedzie Ave & Palmer Ct,member,41.92151426075223,-87.70727674923836,2127
Greenview Ave & Jarvis Ave,member,42.01596903726496,-87.66859061769706,2106
W Armitage Ave & N Sheffield Ave,member,41.91878987182646,-87.65193409264143,2086
N Carpenter St & W Lake St,member,41.88755184271569,-87.65173613320098,2040
Wood St & Webster Ave,member,41.92104540043222,-87.67280514378683,2036
Calumet Ave & 21st St,member,41.85416427967407,-87.61917301878024,2025
Campbell Ave & Montrose Ave,member,41.961541628838255,-87.69117912205809,1997
Ogden Ave & Roosevelt Rd,member,41.8665052881115,-87.68461234074837,1991
Clinton St & 18th St,member,41.85793924824597,-87.64083765547883,1984
Wabash Ave & Cermak Rd,member,41.85261694357035,-87.62652866057992,1983
Leavitt St & Lawrence Ave,member,41.968837831055026,-87.6840006630742,1981
Ashland Ave & Belle Plaine Ave,member,41.956077826729306,-87.66884517603351,1969
W Oakdale Ave & N Broadway,member,41.93707964017356,-87.64268551423176,1959
Leavitt St & Addison St,member,41.94659584502055,-87.68333580977904,1946
Museum of Science and Industry,member,41.79178392239524,-87.58397170109156,1933
Halsted St & Archer Ave,member,41.84721447622993,-87.64684540125842,1931
Lincoln Ave & Byron St,member,41.95206655043184,-87.67759328151925,1922
Western Ave & Monroe St,member,41.879812393139716,-87.68607691047619,1911
Greenwood Ave & 47th St,member,41.80981637521008,-87.59934766905988,1904
Campbell Ave & Fullerton Ave,member,41.924122883116404,-87.68824461434392,1890
Washtenaw Ave & Lawrence Ave,member,41.968914117638214,-87.69610851175523,1863
Hoyne Ave & Balmoral Ave,member,41.97988031977814,-87.68194598773269,1848
Kimball Ave & Belmont Ave,member,41.93939336831791,-87.71206187832335,1837
Wentworth Ave & Cermak Rd*,member,41.853209936034105,-87.63186118817931,1818
Fort Dearborn Dr & 31st St*,member,41.83865565142146,-87.60871314255532,1808
University Library (NU),member,42.05293927385388,-87.67340995519241,1793
Laflin St & Cullerton St,member,41.854896074838166,-87.66363336625558,1792
Central Park Ave & Elbridge Ave,member,41.9353492791475,-87.71685817429614,1783
Damen Ave & Walnut (Lake) St,member,41.885953090219964,-87.6770192725832,1773
Buckingham Fountain (Temp),member,41.868619422246745,-87.62397269583475,1767
Clark St & Columbia Ave,member,42.00445337186431,-87.67239961516533,1754
California Ave & Fletcher St,member,41.938438603135786,-87.69799705952244,1738
Damen Ave & Madison St,member,41.88145657971676,-87.67490780378613,1730
Damen Ave & Wabansia Ave,member,41.91190060425334,-87.67777660191749,1721
Blackstone Ave & 59th St,member,41.787948426385334,-87.59050045441211,1718
Elston Ave & Wabansia Ave,member,41.91289092782196,-87.66414561950148,1685
State St & 19th St,member,41.85658177303031,-87.62754589576352,1683
Halsted St & 21st St,member,41.8537927731123,-87.64658734747312,1674
Oakley Ave & Irving Park Rd,member,41.954317194940266,-87.68607970283752,1674
Paulina St & Howard St,member,42.0191522787265,-87.67356538494239,1649
Lincoln Ave & Winona St,member,41.974911485143906,-87.69261328179424,1633
Damen Ave & Cullerton St,member,41.85497261387931,-87.67566007189039,1624
Chicago Ave & Washington St,member,42.03256478924691,-87.6791526906605,1620
Wilton Ave & Diversey Pkwy*,member,41.932424596210524,-87.65271340647058,1615
Halsted St & North Branch St,member,41.899374352033895,-87.64851985558066,1593
Troy St & Elston Ave,member,41.94523031233249,-87.70664485962706,1582
May St & Cullerton St,member,41.85522655193897,-87.65416848894469,1573
Kosciuszko Park,member,41.93055790126356,-87.72381367300575,1567
California Ave & Byron St,member,41.952161707988395,-87.69806126143779,1551
Troy St & North Ave,member,41.90980343395547,-87.705284128389,1527
Central Park Ave & Bloomingdale Ave,member,41.91416286682058,-87.71676457069921,1516
Avers Ave & Belmont Ave,member,41.939407636122176,-87.7235711235923,1506
Avondale Ave & Irving Park Rd,member,41.9534027438369,-87.73198730941844,1496
Bernard St & Elston Ave,member,41.94992820544541,-87.71396231073007,1493
Manor Ave & Leland Ave,member,41.965876571323825,-87.70082740418194,1473
Wallace St & 35th St,member,41.83067581792658,-87.64127491225017,1471
Racine Ave & 35th St,member,41.83065853735836,-87.6561891786075,1465
Wentworth Ave & 35th St,member,41.83078400456477,-87.63250206522275,1459
Francisco Ave & Foster Ave,member,41.97564805624734,-87.70142395989339,1407
Albany Ave & Montrose Ave,member,41.961036786039536,-87.70584761043192,1366
Kedzie Ave & Leland Ave,member,41.966684831307234,-87.70807425169129,1354
Glenwood Ave & Touhy Ave,member,42.01274426975392,-87.66604542709918,1341
Malcolm X College,member,41.877614094713856,-87.67389743853916,1328
Cherry Ave & Blackhawk St,member,41.90722536188119,-87.65564010923077,1313
N Sheffield Ave & W Wellington Ave,member,41.93777829087023,-87.65222708104581,1310
Smith Park,member,41.892009582639,-87.68935954845732,1277
Winchester (Ravenswood) Ave & Balmoral Ave,member,41.97977246724706,-87.6775644270196,1275
N Paulina St & Lincoln Ave,member,41.94273492502758,-87.67113149885736,1269
Lake Park Ave & 47th St,member,41.80943747982056,-87.59187712341762,1226
Sheridan Rd & Greenleaf Ave,member,42.010589415438744,-87.66241393039735,1208
Noble St & Milwaukee Ave (Temp),member,41.899841611028194,-87.6615105099088,1206
Rockwell St & Fletcher St,member,41.939243992057094,-87.69188988515533,1191
MTV Hubbard St,member,41.8898461020942,-87.68022055953743,1189
University Ave & 59th St,member,41.78787718334735,-87.59893114326324,1189
Drake Ave & Addison St,member,41.947363911778154,-87.71759244478407,1181
Monticello Ave & Irving Park Rd,member,41.95399485196878,-87.71908029647008,1153
Woodlawn Ave & 58th St,member,41.789386041945896,-87.59648366639617,1146
Western Ave & Lunt Ave,member,42.00851041486702,-87.69040706999999,1128
Ashland Ave & Archer Ave,member,41.83917318081204,-87.66560706979014,1096
MLK Jr Dr & Pershing Rd,member,41.824587960526316,-87.61678561016917,1064
Christiana Ave & Lawrence Ave,member,41.96835827717949,-87.7118354299905,1053
Western Ave & 21st St,member,41.854092130427354,-87.68584544247864,1053
Eastlake Ter & Howard St,member,42.019195690844526,-87.66431505043187,1042
Cottage Grove Ave & 51st St,member,41.803026505509216,-87.6066144884966,1031
Cottage Grove Ave & 47th St,member,41.80985084802554,-87.60675331274068,1018
Knox Ave & Montrose Ave,member,41.96064838946903,-87.74537710102261,1017
Elston Ave & George St,member,41.93291205319043,-87.6906205,1003
Cottage Grove Ave & 63rd St,member,41.78056512157041,-87.60602434419452,987
Spaulding Ave & Division St,member,41.9026945806341,-87.70914814589398,962
Woodlawn Ave & Lake Park Ave,member,41.81409045671891,-87.59700863602926,957
State St & 29th St,member,41.841713508545645,-87.62694053100849,942
N Southport Ave & W Newport Ave,member,41.94284524227902,-87.66281923052183,939
Clark St & Jarvis Ave,member,42.01596573334405,-87.67500117622723,933
N Damen Ave & W Chicago Ave,member,41.8966805904646,-87.67848233751107,904
Campbell Ave & Augusta Blvd,member,41.899537533281425,-87.68947992797553,899
Western Ave & Granville Ave,member,41.994165973104614,-87.68944820552306,889
Buckingham Fountain,member,41.874366925355936,-87.62136862842938,885
Racine Ave & 13th St,member,41.86504486092655,-87.65697922970621,885
Loomis St & Archer Ave,member,41.84163361795454,-87.65746320192045,880
Drake Ave & Montrose Ave,member,41.96115598232,-87.71659087054857,875
Wells St & 19th St,member,41.85679642468134,-87.63386235530706,863
Kedzie Ave & Foster Ave,member,41.975674777768695,-87.70926926841122,856
Racine Ave & Fullerton Ave (Temp),member,41.925157996840234,-87.65725835119527,845
South Shore Dr & 67th St,member,41.77364930884661,-87.56747685737218,841
W Washington Blvd & N Peoria St,member,41.88273910660693,-87.64997933992832,837
Western Ave & Grace St,member,41.950202658590364,-87.68894061874698,830
Francisco Ave & Montrose Ave,member,41.96053408574572,-87.70046702910759,818
Warren Park West,member,42.00179030564039,-87.68882978689655,812
Wentworth Ave & 24th St,member,41.8500777390399,-87.63215053490025,802
Normal Ave & Archer Ave,member,41.849525613512505,-87.6405856013,800
Drexel Ave & 60th St,member,41.78584663278544,-87.60456703925972,797
Wood St & 35th St,member,41.830125303266335,-87.67032950570352,796
Western Ave & Howard St,member,42.01891211322825,-87.69005414491804,793
Clark St & Touhy Ave,member,42.012567497296956,-87.67431239771574,788
California Ave & Francis Pl (Temp),member,41.91848929548346,-87.69738678961832,786
Cottage Grove Ave & 43rd St,member,41.81648581355213,-87.60659592972974,777
St. Louis Ave & Balmoral Ave,member,41.98018111386719,-87.71599262204427,768
Evanston Civic Center,member,42.05703156589023,-87.68657025065596,747
Leavitt St & Archer Ave,member,41.82875786632293,-87.68065285972862,737
Bosworth Ave & Howard St,member,42.019536552343325,-87.66952937098092,734
Prairie Ave & Garfield Blvd,member,41.79498243866758,-87.61873978603022,728
Troy St & Grace St,member,41.950151485407304,-87.70771594511235,712
Keystone Ave & Montrose Ave,member,41.96108951606628,-87.72898776681556,694
Kedzie Ave & George St,member,41.932470193817124,-87.7082418671553,689
Calumet Ave & 51st St,member,41.80227990985359,-87.61806448183016,683
N Shore Channel Trail & Argyle St,member,41.97139404897361,-87.70178363892963,682
Dorchester Ave & 49th St,member,41.80571678581498,-87.59247541906021,681
Milwaukee Ave & Cuyler Ave,member,41.954469802752975,-87.74959241190476,672
Sawyer Ave & Irving Park Rd,member,41.95361237129657,-87.70929939137109,671
Western Ave & Gunnison St,member,41.969773443021474,-87.68971040111963,652
Keystone Ave & Fullerton Ave,member,41.92457262080745,-87.72788063545032,644
Washtenaw Ave & Polk St,member,41.87082332934169,-87.69273648935737,638
Clinton St & Polk St,member,41.87145597058085,-87.64095007021977,637
Warren Park East,member,42.004553851983474,-87.68064798123967,605
Kedzie Ave & Bryn Mawr Ave,member,41.982242723071785,-87.70890044689482,599
Kildare Ave & Montrose Ave,member,41.96107801887395,-87.7356916857311,595
South Shore Dr & 71st St,member,41.76640941134907,-87.56569793645868,593
Dorchester Ave & 63rd St,member,41.78040888363481,-87.59140378324233,586
Central St & Girard Ave,member,42.064306360051724,-87.68614554506897,580
Central Park Ave & North Ave,member,41.90965500586087,-87.7166474288,575
Kedzie Ave & Lake St,member,41.88475511876106,-87.70634255307965,565
Elmwood Ave & Austin St,member,42.025782055739754,-87.6841163289483,561
Western Ave & Berteau Ave,member,41.958613154125,-87.688970150125,560
Ridge Blvd & Howard St,member,42.019267298456015,-87.68453717387793,557
California Ave & Winona St,member,41.97250776084991,-87.69884325981917,553
Elston Ave & Henderson St,member,41.94110857902913,-87.70062303844661,515
Ridge Blvd & Touhy Ave,member,42.01213336953125,-87.68292392720703,512
Oakley Ave & Touhy Ave,member,42.01233871094674,-87.68825045244576,507
Prairie Ave & 43rd St,member,41.81666599852,-87.61941295780001,500
California Ave & Lake St,member,41.884461199311744,-87.69630587852227,494
Central St Metra,member,42.0637071162268,-87.69871112084536,485
Loomis St & Lexington St*,member,41.87217478246888,-87.66152876095435,482
Budlong Woods Library,member,41.98367295686192,-87.69642439880754,478
Rockwell St & Cermak Rd,member,41.85089863895398,-87.69033302043933,478
Dodge Ave & Church St,member,42.04831931675052,-87.69834841685534,477
2112 W Peterson Ave,member,41.99117618279411,-87.68360156460083,476
DuSable Museum,member,41.791557101673725,-87.60785306997882,472
Francisco Ave & Chicago Ave,member,41.89581411415254,-87.69864509523305,472
Cottage Grove Ave & Oakwood Blvd,member,41.822977048148935,-87.60709867221277,470
Francisco Ave & Bloomingdale Ave,member,41.912537752999995,-87.69962918373913,460
Damen Ave & Coulter St,member,41.84919440206593,-87.67564272210988,455
California Ave & 21st St,member,41.85379527814978,-87.69576079947137,454
State St & 95th St,member,41.72172098527594,-87.62283584947019,453
Kedzie Ave & Chicago Ave,member,41.89546988860619,-87.70614044860619,452
Western Ave & 24th St,member,41.84846862702461,-87.68513283375839,447
Maplewood Ave & Peterson Ave,member,41.990235456042655,-87.69336975644549,422
Wentworth Ave & 24th St (Temp),member,41.850083245805685,-87.6321527084834,422
Kilbourn Ave & Irving Park Rd,member,41.95373490076739,-87.7405555123741,417
Public Rack - Kostner Ave & Armitage Ave,member,41.91877145939468,-87.73835982026634,413
Kenosha & Wellington,member,41.93180392597051,-87.73153400857494,407
Archer (Damen) Ave & 37th St,member,41.82671630289277,-87.68315135805486,401
MLK Jr Dr & 47th St,member,41.80984268817043,-87.61629317233083,399
Sacramento Blvd & Addison St,member,41.947627233298704,-87.70181305106493,385
Green St & Madison Ave*,member,41.881842628241465,-87.64884775083989,381
Albany Ave & Belmont Ave,member,41.93976155611702,-87.7064509081649,376
Lockwood Ave & Wrightwood Ave,member,41.92897210035616,-87.75922863808219,365
Long & Irving Park,member,41.951932968879554,-87.7613838312605,357
Whipple/Irving Park,member,41.9524558277591,-87.70255506092437,357
Eggleston Ave & 69th St,member,41.768898366910115,-87.63586668615169,356
Washtenaw Ave & Ogden Ave,member,41.861926212664756,-87.69347794481375,349
California Ave & 23rd Pl,member,41.84911946264706,-87.6951412985294,340
Halsted St & 96th St,member,41.71971693752239,-87.64294343755223,335
Lincoln Ave & Balmoral Ave,member,41.97966477696696,-87.69190824156156,333
Valli Produce - Evanston Plaza,member,42.03972636372727,-87.69941892751515,330
Jeffery Blvd & 71st St,member,41.76662274349544,-87.57643683164133,329
Princeton Ave & 47th St,member,41.80932320262997,-87.63345721272171,327
63rd St Beach,member,41.780919873209875,-87.57631673441358,324
Dodge Ave & Main St,member,42.03473189898148,-87.69916471481481,324
Campbell Ave & Irving Park Rd,member,41.952195678421056,-87.69049000795665,323
Halsted St & 37th St,member,41.8270795886478,-87.6457214190566,318
Kedzie Ave & 48th Pl,member,41.80223618855346,-87.70190134704403,318
Wolcott Ave & Fargo Ave,member,42.01694857022012,-87.67771614235849,318
Public Rack - Hamlin Ave & Fullerton Ave,member,41.92206459133333,-87.72062038234921,315
Chicago State University,member,41.718969661602564,-87.60840056727564,312
Conservatory Dr & Lake St,member,41.88549736767974,-87.71686397362745,306
Pulaski Rd & 51st St,member,41.80022500029412,-87.72246125745097,306
Public Rack - Racine Ave & 109th Pl,member,41.69201148032787,-87.65112601868853,305
May St & 69th St,member,41.768951435666665,-87.65294150053333,300
Kostner Ave & Wrightwood Ave,member,41.92872581047945,-87.73752035393835,292
Public Rack - Washtenaw Ave & Superior St,member,41.8929902794863,-87.69477046482876,292
Central Park Ave & Ogden Ave,member,41.85395532621993,-87.71511816738831,291
Kilbourn Ave & Milwaukee Ave,member,41.94706711165493,-87.73998820922536,284
Dodge Ave & Mulford St,member,42.02355332808989,-87.69960927602996,267
Princeton Ave & Garfield Blvd,member,41.79498050658915,-87.63312303515504,258
N Clark St & W Elm St,member,41.902000137,-87.63111851012,250
Lincoln Ave & Peterson Ave,member,41.990148274876034,-87.70913309330578,242
Austin Blvd & Madison St,member,41.88028919854167,-87.774470124375,240
Ashland Ave & McDowell Ave,member,41.80886928758474,-87.66453729694915,236
Central Ave & Chicago Ave,member,41.89495996334746,-87.7649061679661,236
Elizabeth St & 59th St,member,41.78985195965665,-87.6546989107296,233
Ashland Ave & 50th St,member,41.803009794698276,-87.66469598715517,232
Cottage Grove Ave & 83rd St,member,41.74344691773913,-87.60484487691305,230
Narragansett & Irving Park,member,41.951562666622806,-87.78723545232457,228
Kilpatrick Ave & Parker Ave,member,41.930412163422226,-87.74221342457777,225
Stony Island Ave & 71st St,member,41.766488279288886,-87.5864626679111,225
Cottage Grove Ave & 67th St,member,41.77373155556561,-87.60564739366515,221
South Shore Dr & 74th St,member,41.762209096834866,-87.55924462894495,218
Stony Island Ave & 75th St,member,41.75867196986175,-87.58689270751152,217
Public Rack - Pulaski Rd & Armitage Ave,member,41.91814739544186,-87.72815510506977,215
Sacramento Blvd & Franklin Blvd,member,41.89052490390698,-87.70263425046512,215
Lincolnwood Dr & Central St,member,42.06480684990476,-87.71530959504763,210
Public Rack - Washtenaw Ave & Devon Ave,member,41.99863273580952,-87.69836902404762,210
Austin Blvd & Lake St,member,41.88793941197115,-87.774369109375,208
Kostner Ave & Adams St,member,41.87791641451923,-87.73591104673076,208
Ping Tom Park (East),member,41.858290914444446,-87.631918795169085,207
Public Rack - Hamlin Ave & Montrose Ave,member,41.96043799492683,-87.7209829392683,205
Public Rack - Lawndale Ave & Diversey Ave,member,41.9309449070098,-87.71963442264706,204
Fairfield Ave & Roosevelt Rd,member,41.866630293054186,-87.69452139522167,203
Jeffery Blvd & 67th St,member,41.77351678182266,-87.57727161541872,203
Narragansett & Wrightwood,member,41.92896591442786,-87.78817656960199,201
Kedzie Ave & 21st St,member,41.85354587396985,-87.70505570879396,199
California Ave & 26th St,member,41.84370714348485,-87.69493990323232,198
Ashland Ave & Pershing Rd,member,41.823461124,-87.66557925328205,195
State St & 79th St,member,41.750791691770836,-87.62443535854167,192
Pulaski Rd & Eddy St,member,41.946279687967916,-87.73105418598931,187
Kedzie Ave & 57th St,member,41.78989915726257,-87.70184757480448,179
Public Rack - Champlain Ave & 65th St,member,41.77725759622857,-87.60961260297142,175
Stony Island Ave & 63rd St,member,41.780404796416185,-87.58750657763007,173
Michigan Ave & 71st St,member,41.76529490450292,-87.62174446304094,171
Public Rack - Western Ave & Devon Ave,member,41.99865906364706,-87.68987241364705,170
Western Blvd & 48th Pl,member,41.805667032916666,-87.68338130583334,168
Public Rack - Hyde Park Blvd & 53rd St,member,41.79961670753012,-87.58369391024097,166
Central Ave & Parker Ave,member,41.93004701085889,-87.7688056,163
Shields Ave & 43rd St,member,41.816200843148145,-87.63471905419753,162
MLK Jr Dr & 56th St,member,41.793447245125,-87.6158574088125,160
Millard Ave & 26th St,member,41.8445411020625,-87.715950316,160
Public Rack - Cicero Ave & Wrightwood Ave,member,41.9290044931875,-87.74840882825,160
Campbell Ave & Montrose Ave (Temp),member,41.96153372031847,-87.69295758713376,157
St Louis Ave & 59th St,member,41.78681585955414,-87.7104331655414,157
Public Rack - Kedzie Ave & Argyle St,member,41.971163469025974,-87.70929653733766,154
Washtenaw Ave & Peterson Ave,member,41.9903447237013,-87.698600874740265,154
Public Rack - Milwaukee Ave & Diversey Ave,member,41.930750169271526,-87.71063874576159,151
Indiana Ave & 40th St,member,41.821674965503355,-87.62151577449664,149
Greenwood Ave & 97th St,member,41.71871593289655,-87.59698284786207,145
Public Rack - Monticello Ave & Belmont Ave,member,41.93950202751724,-87.7189163784138,145
Elizabeth St & 92nd St,member,41.72683563881119,-87.65431165972028,143
Public Rack - Kostner Ave & Diversey Ave,member,41.93144502881119,-87.73768790237762,143
Public Rack - Woodlawn Ave & 63rd St N,member,41.780374683216785,-87.59775913692307,143
Kildare Ave & 47th St,member,41.80824300922535,-87.73062188788732,142
Eberhart Ave & 61st St,member,41.784101300354614,-87.61449894241134,141
Public Rack - Rockwell & Division,member,41.90216564085714,-87.691690723,140
Central Ave & Roscoe St,member,41.94076456618705,-87.76895930028776,139
Damen Ave & Pershing Rd,member,41.82319896166667,-87.6766027331884,138
Virginia Ave & Catalpa Ave,member,41.98081265905797,-87.70459699210144,138
Narragansett Ave & School St,member,41.94006893846715,-87.78817143335766,137
Wentworth Ave & 63rd St,member,41.780080773795625,-87.62977727036497,137
Halsted St & 47th Pl,member,41.80814787036765,-87.64562199558823,136
Public Rack - Milwaukee Ave & Haussen Ct,member,41.93852176882353,-87.72107593,136
Richmond St & Lincoln Ave,member,41.98924015455882,-87.70139032911764,136
Baltimore Ave & 87th St,member,41.7373427175188,-87.54849870872181,133
Kilbourn & Roscoe,member,41.94184633330827,-87.73969408804511,133
Perry Ave & 69th St,member,41.769284886363636,-87.62820986962122,132
Calumet Ave & 71st St,member,41.76551797473282,-87.61692796320611,131
Public Rack - Spaulding Ave & North Ave,member,41.91001071415384,-87.70973701907693,130
Burnham Greenway & 112th St,member,41.69177091589147,-87.5304389188372,129
Hoyne Ave & 47th St,member,41.80822843825397,-87.67719051666667,126
Stony Island Ave & 67th St,member,41.77346000912,-87.58533457544,125
Lamon Ave & Belmont Ave,member,41.93955506064516,-87.74968713459677,124
Public Rack - Spaulding Ave & Evergreen Ave,member,41.90758560967742,-87.70967297032257,124
State St & Pershing Rd,member,41.82303019298387,-87.62657257854838,124
Wabash Ave & 87th St,member,41.73659197243902,-87.62264338674797,123
Halsted St & 51st St,member,41.801792329590164,-87.64522292844262,122
Public Rack - Nagle Ave & Belmont Ave,member,41.939183491416664,-87.78876520216667,120
Public Rack - Avers Ave & Irving Park Rd,member,41.951650659831934,-87.7218507130252,119
Stony Island Ave & 64th St,member,41.7788807315126,-87.58665356739496,119
MLK Jr Dr & 63rd St,member,41.78008534333333,-87.61595377136753,117
Public Rack - Harold Washington Park,member,41.8004847200862,-87.582254135,116
Public Rack - Lockwood Ave & Diversey Ave,member,41.93023357663793,-87.75984886568966,116
Racine Ave & Garfield Blvd,member,41.79422714591304,-87.65510479956522,115
Public Rack - Walden Pkwy & 103rd St,member,41.70915354263158,-87.6697915054386,114
Kedzie Ave & Roosevelt Rd,member,41.86651152681416,-87.70648916893805,113
Lamon Ave & Armitage Ave,member,41.91770929178571,-87.74963402991071,112
Public Rack - Western Blvd & 49th St,member,41.80257917639639,-87.6813959845946,111
Vincennes Ave & 104th St,member,41.70493670636364,-87.65695414081819,110
Harlem & Irving Park,member,41.95167307036697,-87.80853714678899,109
State St & 54th St,member,41.796625239074075,-87.62591923453704,108
Union Ave & Root St,member,41.81945932046296,-87.64308223583333,108
Commercial Ave & 83rd St,member,41.74462067970874,-87.55120545126213,103
Public Rack - Christiana Ave & Belmont Ave,member,41.93963764097087,-87.7108490468932,103
Kedzie Ave & 45th St,member,41.81042169264706,-87.70117468470589,102
Public Rack - Milwaukee Ave & School St,member,41.940309997647056,-87.7276833540196,102
Francisco Ave & 47th St,member,41.80893071514851,-87.6977103090099,101
Marshfield Ave & 44th St,member,41.81400568455446,-87.66663075910891,101
Vernon Ave & 75th St,member,41.75836163079208,-87.61414216831683,101
Hoyne Ave & 34th St,member,41.8309201454,-87.6790054978,100
Stony Island Ave & 90th St,member,41.7313983679,-87.5857490508,100
Western Ave & Lake St,member,41.882750353,-87.6876260122,100
Fairfield Ave & 44th St,member,41.81199983765306,-87.69178299948979,98
Halsted St & 63rd St,member,41.77938996387755,-87.64465367244898,98
Sacramento Blvd & Fulton Ave,member,41.88861263479592,-87.70066100510205,98
Kedzie Ave & Harrison St,member,41.873612480618554,-87.70487880030927,97
Morgan St & Pershing Rd,member,41.8236208690625,-87.65092054302083,96
Rainbow Beach,member,41.757875469687505,-87.54937761052084,96
Kilpatrick Ave & Grand Ave,member,41.91156201915789,-87.74207502652631,95
Public Rack - Langley Ave & 49th St,member,41.80503916936842,-87.60917233378947,95
California & 16th St,member,41.85953299956989,-87.6970985983871,93
Ewing Ave & Burnham Greenway,member,41.8455610816129,-87.61597264139785,93
Kenton Ave & Madison St,member,41.88070344336956,-87.7409852971739,92
Public Rack - Rockwell Ave & Touhy Ave ,member,42.01099616271739,-87.6979201,92
